DateTime,P_Neg,P_Neu,P_Pos,P_Comp,Price
10/22/2022,0.022333333,0.896053767,0.081623656,0.171040859,16104440957
10/23/2022,0.044689655,0.884620693,0.070793103,0.094434481,22128794335
10/24/2022,0.02784,0.900340002,0.07188,0.130222999,30202235805
10/25/2022,0.038096774,0.884935485,0.077064516,0.080812902,47761524910
10/26/2022,0.041104761,0.897819048,0.061085714,0.066870477,58895950537
10/27/2022,0.019111111,0.892677779,0.0882,0.212406665,49625110402
10/28/2022,0.026057851,0.900950415,0.072983471,0.1522281,43994715910
10/29/2022,0.021767123,0.893191781,0.085041096,0.130134246,40369840645
10/30/2022,0.023611112,0.867296296,0.10912963,0.169174073,31486345556
10/31/2022,0.023545455,0.897090917,0.079363638,0.129018183,45668466815
11/1/2022,0.034487805,0.886170729,0.079341463,0.048382926,39819303159
11/2/2022,0.019985294,0.882323528,0.097691176,0.179183824,55552169483
11/3/2022,0.039422818,0.896208053,0.064375839,0.103101342,43228750179
11/4/2022,0.034787234,0.895148935,0.070042554,0.122682978,64072727950
11/5/2022,0.047742331,0.857282209,0.094981595,0.149441104,37846047609
11/6/2022,0.034737589,0.878340426,0.08693617,0.155705672,35082693210
11/7/2022,0.033127273,0.885781819,0.081109091,0.134707271,53510852236
11/8/2022,0.083761905,0.806428573,0.109904762,0.043585711,1.18992E+11
11/9/2022,0.0365,0.872234373,0.091281249,0.081809373,1.02905E+11
11/10/2022,0.044212121,0.865545457,0.090333334,0.111506058,83202283721
11/11/2022,0.050346154,0.867992308,0.081692308,0.052909231,55871616488
11/12/2022,0.061518519,0.860833334,0.077648149,0.040481481,29717699419
11/13/2022,0.080187499,0.836562501,0.083250001,-0.021212499,27209183682
11/14/2022,0.048041667,0.884541668,0.067430556,0.023791668,49630243054
11/15/2022,0.047768519,0.876277779,0.075972223,0.106331481,36599436183
11/16/2022,0.058421875,0.872875,0.068703124,0.041670313,33925512989
11/17/2022,0.052878049,0.873847562,0.07322561,0.091679877,27868914022
11/18/2022,0.041867347,0.904091839,0.054030612,0.020119387,26862218609
11/19/2022,0.049135136,0.853054056,0.097864866,0.115267566,16106223492
11/20/2022,0.039632813,0.886382815,0.073953125,0.076075,21313378652
11/21/2022,0.037543307,0.918118112,0.044377953,-2.78E-04,37429485518
11/22/2022,0.047076923,0.893105767,0.059807692,0.0115625,30726828760
11/23/2022,0.056099099,0.868783786,0.075126127,0.040746847,32958875628
11/24/2022,0.050662651,0.890457831,0.058891566,0.005861445,26129037414
11/25/2022,0.06176,0.882879996,0.0554,-0.102812,18678255976
11/26/2022,0.039059523,0.896190479,0.064761905,0.074182142,18000008764
11/27/2022,0.034551724,0.889379309,0.076057471,0.063565517,20443898509
11/28/2022,0.047858108,0.885263515,0.066844594,0.05599189,27743025156
11/29/2022,0.042941003,0.895324483,0.061734513,0.061441297,23581685468
11/30/2022,0.040120344,0.877318052,0.08256447,0.114059025,29523576583
